frame,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
0,0.4300147593021393,0.32985350489616394,-0.232825368642807,0.4435068666934967,0.3216090202331543,-0.2684699296951294,0.446477472782135,0.3223254084587097,-0.26858726143836975,0.44990241527557373,0.3231099843978882,-0.2687534689903259,0.44299042224884033,0.3213006556034088,-0.20629459619522095,0.4450894594192505,0.3217052221298218,-0.2062782645225525,0.44766858220100403,0.3221483528614044,-0.20632682740688324,0.47100409865379333,0.3326426148414612,-0.3669303357601166,0.4686048626899719,0.3313292860984802,-0.08681091666221619,0.4342241585254669,0.3398652970790863,-0.26240038871765137,0.43272048234939575,0.339712917804718,-0.18113918602466583,0.4791599214076996,0.3809930086135864,-0.48835891485214233,0.4840802550315857,0.38032639026641846,0.05638689547777176,0.4779543876647949,0.293659508228302,-0.6804890036582947,0.4813535511493683,0.2970127463340759,0.15179851651191711,0.47237178683280945,0.19981372356414795,-0.755855917930603,0.4792046546936035,0.2212039977312088,-0.030700139701366425,0.47284775972366333,0.17664405703544617,-0.8433725833892822,0.482978492975235,0.20199212431907654,-0.05240611359477043,0.47577476501464844,0.1744057834148407,-0.8120366334915161,0.48087337613105774,0.20024347305297852,-0.10459341108798981,0.4746122658252716,0.18416786193847656,-0.7480583786964417,0.47925156354904175,0.20653477311134338,-0.062101542949676514,0.4733181297779083,0.5512641668319702,-0.19076822698116302,0.4795835614204407,0.5476211905479431,0.190561443567276,0.4728812873363495,0.6679511666297913,-0.01898440346121788,0.4748579263687134,0.6564615964889526,0.36045747995376587,0.47810402512550354,0.7718678116798401,0.15442176163196564,0.4750727713108063,0.752507209777832,0.6099892258644104,0.49618229269981384,0.7880555391311646,0.16339349746704102,0.4878915548324585,0.7689256072044373,0.62818443775177,0.38551774621009827,0.7759614586830139,0.011047682724893093,0.3895842134952545,0.762505054473877,0.5356149673461914
1,0.4300471842288971,0.32985344529151917,-0.23317661881446838,0.4449065625667572,0.3215019106864929,-0.2684171199798584,0.4483013153076172,0.322152316570282,-0.26853448152542114,0.452115535736084,0.32289010286331177,-0.2687009871006012,0.44463321566581726,0.3211114704608917,-0.20622096955776215,0.4473188519477844,0.3213745951652527,-0.20620553195476532,0.4504595398902893,0.32167333364486694,-0.20625802874565125,0.4746975302696228,0.33223921060562134,-0.36548322439193726,0.47159674763679504,0.3309321701526642,-0.08415698260068893,0.4347500801086426,0.33987757563591003,-0.2624005079269409,0.4332672953605652,0.33970773220062256,-0.18108022212982178,0.4810543954372406,0.3809308409690857,-0.490034282207489,0.4846745729446411,0.3803344666957855,0.05861681327223778,0.4787765443325043,0.288138210773468,-0.7018632292747498,0.4795002043247223,0.2939421534538269,0.15527129173278809,0.47340917587280273,0.19659022986888885,-0.7752276659011841,0.4766286611557007,0.2178482711315155,-0.035079289227724075,0.47326698899269104,0.17510274052619934,-0.8637994527816772,0.47817981243133545,0.19608142971992493,-0.05445454269647598,0.4773027300834656,0.17316079139709473,-0.8264487385749817,0.4776325225830078,0.19147905707359314,-0.11218863725662231,0.4765254855155945,0.18066637217998505,-0.7647551894187927,0.47680044174194336,0.2001231461763382,-0.06889161467552185,0.4720170199871063,0.5530160665512085,-0.19019436836242676,0.48018452525138855,0.5498221516609192,0.1899990439414978,0.47259801626205444,0.6702937483787537,0.0010965057881549,0.4767002463340759,0.6600686311721802,0.3755398690700531,0.47809046506881714,0.7723361849784851,0.22094018757343292,0.4792746603488922,0.7524662613868713,0.6630690097808838,0.496830016374588,0.7882400751113892,0.2356032282114029,0.49374252557754517,0.7692795991897583,0.6864670515060425,0.3845559060573578,0.7762159705162048,0.09636102616786957,0.39399832487106323,0.7626573443412781,0.6031462550163269
2,0.4310553967952728,0.3298564553260803,-0.20459720492362976,0.4472547769546509,0.32147443294525146,-0.2363481968641281,0.4507647156715393,0.3221034109592438,-0.23647630214691162,0.4545901119709015,0.3228238821029663,-0.23663507401943207,0.4474022388458252,0.32100358605384827,-0.17452724277973175,0.4504644572734833,0.32117074728012085,-0.17450560629367828,0.4538612365722656,0.3213622570037842,-0.17457328736782074,0.47768181562423706,0.3320102095603943,-0.3315267860889435,0.47510236501693726,0.3305843770503998,-0.05159381777048111,0.43658438324928284,0.33989065885543823,-0.23270711302757263,0.4354071319103241,0.3397018611431122,-0.15128912031650543,0.4817066490650177,0.3800904154777527,-0.4696717858314514,0.488508403301239,0.38033536076545715,0.08413145691156387,0.47845014929771423,0.28544288873672485,-0.6880986094474792,0.47947582602500916,0.2937180697917938,0.1759646087884903,0.4740388095378876,0.19627290964126587,-0.7625282406806946,0.4766426086425781,0.22001460194587708,-0.022648928686976433,0.47328779101371765,0.1750880777835846,-0.8509469032287598,0.4779185950756073,0.19626735150814056,-0.03806319087743759,0.477858304977417,0.17318095266819,-0.8098666667938232,0.4775839149951935,0.19192242622375488,-0.09981735050678253,0.47760552167892456,0.18061915040016174,-0.7504822015762329,0.4768237769603729,0.2003057301044464,-0.05748084932565689,0.47156694531440735,0.5547616481781006,-0.18949152529239655,0.4838345944881439,0.5505777597427368,0.18932029604911804,0.47289615869522095,0.672877311706543,0.0016313277883455157,0.47944602370262146,0.6608589291572571,0.38147276639938354,0.47905269265174866,0.7723600268363953,0.21738497912883759,0.4863213300704956,0.751690685749054,0.6678380370140076,0.4993300437927246,0.7887253165245056,0.2317807972431183,0.5012605786323547,0.769611120223999,0.6916230320930481,0.38429099321365356,0.7761660814285278,0.10164844989776611,0.4031370282173157,0.7617177367210388,0.6219574213027954
3,0.4332866370677948,0.32992440462112427,-0.20926204323768616,0.4499354958534241,0.32146885991096497,-0.24164095520973206,0.4536023437976837,0.32207924127578735,-0.2417648732662201,0.45749223232269287,0.3227749764919281,-0.24192774295806885,0.44996219873428345,0.3209535479545593,-0.18009044229984283,0.45307719707489014,0.32104238867759705,-0.18007056415081024,0.4564415514469147,0.32113420963287354,-0.18013392388820648,0.48106688261032104,0.33176982402801514,-0.3332914412021637,0.4775713086128235,0.3302232623100281,-0.057616423815488815,0.44019246101379395,0.33996838331222534,-0.23743778467178345,0.438724547624588,0.3397122323513031,-0.15629889070987701,0.4833580553531647,0.3799145519733429,-0.4694971740245819,0.49079543352127075,0.38039955496788025,0.08005059510469437,0.47895050048828125,0.2854129672050476,-0.6879253387451172,0.4796851575374603,0.293784499168396,0.17318092286586761,0.47659832239151,0.19633319973945618,-0.7621321082115173,0.47666311264038086,0.22126825153827667,-0.025888631120324135,0.4743497967720032,0.1751706302165985,-0.850671648979187,0.4775625467300415,0.19631916284561157,-0.0419633723795414,0.47968047857284546,0.17332535982131958,-0.8096694946289062,0.4774240255355835,0.19148041307926178,-0.10435230284929276,0.4798733592033386,0.18069514632225037,-0.75006502866745,0.4767850339412689,0.19990047812461853,-0.060993365943431854,0.471544086933136,0.5555284023284912,-0.187623530626297,0.4857860505580902,0.5509134531021118,0.18746334314346313,0.47242623567581177,0.6731609106063843,0.021131837740540504,0.47998499870300293,0.660741925239563,0.39691370725631714,0.47905388474464417,0.7722719311714172,0.25438085198402405,0.4894827604293823,0.7490329742431641,0.6966835260391235,0.4995898902416229,0.7887236475944519,0.2707732617855072,0.5040773749351501,0.7681042551994324,0.7222316265106201,0.3842514157295227,0.7763122320175171,0.14161339402198792,0.40966978669166565,0.7608309984207153,0.6559067368507385
4,0.4356730282306671,0.32998180389404297,-0.19216567277908325,0.45179516077041626,0.32146739959716797,-0.22094830870628357,0.45552322268486023,0.3220560550689697,-0.22107461094856262,0.45944735407829285,0.32270532846450806,-0.22123709321022034,0.45162031054496765,0.3209424614906311,-0.16153061389923096,0.45465871691703796,0.3209887146949768,-0.16152438521385193,0.45793646574020386,0.3210100829601288,-0.16160346567630768,0.4838724434375763,0.3313641846179962,-0.3086765706539154,0.4792119264602661,0.32985132932662964,-0.0399920791387558,0.44356298446655273,0.3399794101715088,-0.2183428257703781,0.44180411100387573,0.33971184492111206,-0.13990962505340576,0.488749235868454,0.3789167106151581,-0.4513217806816101,0.491934210062027,0.3804004490375519,0.09434143453836441,0.4819023907184601,0.28577515482902527,-0.6753700375556946,0.4809393584728241,0.29451969265937805,0.1868327409029007,0.47865816950798035,0.19745807349681854,-0.7433838844299316,0.4768570065498352,0.22341923415660858,-0.017277998849749565,0.4764775037765503,0.17552748322486877,-0.827714204788208,0.47743263840675354,0.19646894931793213,-0.035583436489105225,0.48267605900764465,0.17357070744037628,-0.787621796131134,0.4774390459060669,0.19189029932022095,-0.09430854767560959,0.48246994614601135,0.18072755634784698,-0.7312551736831665,0.4767898619174957,0.20008838176727295,-0.05163295567035675,0.4720238447189331,0.5555739998817444,-0.18646028637886047,0.4856930077075958,0.5509921312332153,0.18629083037376404,0.47330257296562195,0.6731492280960083,0.01586189866065979,0.48063939809799194,0.6606693863868713,0.3928244709968567,0.4792657196521759,0.7715117931365967,0.23360256850719452,0.49029460549354553,0.7487615346908569,0.6860348582267761,0.5004075765609741,0.7884544730186462,0.2480243295431137,0.505112886428833,0.7681156992912292,0.7090508937835693,0.38425326347351074,0.7774505615234375,0.1129983514547348,0.40939944982528687,0.7614068388938904,0.6307791471481323
5,0.43636804819107056,0.3302956819534302,-0.19310474395751953,0.4523487389087677,0.3217400312423706,-0.22278594970703125,0.45606422424316406,0.3222420811653137,-0.2229125201702118,0.45998847484588623,0.32281944155693054,-0.22307580709457397,0.4521998465061188,0.321174681186676,-0.16244207322597504,0.4552338421344757,0.32115134596824646,-0.16243261098861694,0.45850932598114014,0.3211154341697693,-0.16252093017101288,0.48415929079055786,0.3313218057155609,-0.3125314712524414,0.4795999228954315,0.3298428952693939,-0.038680847734212875,0.444132924079895,0.34013932943344116,-0.21925312280654907,0.4424610435962677,0.3398374617099762,-0.1396060436964035,0.4904274046421051,0.37846216559410095,-0.45468854904174805,0.49201714992523193,0.38040292263031006,0.10098883509635925,0.4859689176082611,0.2859950065612793,-0.6755715012550354,0.4813840985298157,0.2958398759365082,0.19524605572223663,0.48421937227249146,0.1981341689825058,-0.7440016865730286,0.47872912883758545,0.22437329590320587,-0.011636542156338692,0.48363953828811646,0.17591126263141632,-0.8285791277885437,0.4789600074291229,0.19672320783138275,-0.03030267544090748,0.4899550676345825,0.1738828867673874,-0.7910420894622803,0.47888705134391785,0.19208291172981262,-0.08852119743824005,0.4890371561050415,0.18080708384513855,-0.7329467535018921,0.47788169980049133,0.20025499165058136,-0.04590870067477226,0.4737568795681,0.5564751029014587,-0.18727076053619385,0.48605918884277344,0.5520075559616089,0.18710780143737793,0.4749848246574402,0.673859715461731,0.030428700149059296,0.48188310861587524,0.661562979221344,0.41050150990486145,0.4793747067451477,0.7703320384025574,0.2754790484905243,0.4913084805011749,0.7472928166389465,0.7198222875595093,0.5010238885879517,0.7880784273147583,0.2934236228466034,0.5062165856361389,0.7676686644554138,0.7455005049705505,0.3837362825870514,0.7774955630302429,0.16043494641780853,0.40838974714279175,0.7614619731903076,0.6710042953491211
6,0.43768203258514404,0.3315352499485016,-0.18131451308727264,0.4534754455089569,0.3227079212665558,-0.21112623810768127,0.457271546125412,0.3230403661727905,-0.21123690903186798,0.46128323674201965,0.3234679102897644,-0.21137665212154388,0.4531934857368469,0.32219141721725464,-0.15140247344970703,0.4561951160430908,0.32205694913864136,-0.1514069139957428,0.4594481587409973,0.3219197392463684,-0.15149976313114166,0.48537665605545044,0.3314042389392853,-0.30103108286857605,0.48039063811302185,0.330069899559021,-0.02965853177011013,0.44598978757858276,0.3410588502883911,-0.20742663741111755,0.4440729022026062,0.3407575488090515,-0.12850625813007355,0.49359750747680664,0.37804242968559265,-0.4443589150905609,0.4920460283756256,0.3804773986339569,0.10952576249837875,0.4889662563800812,0.2867525815963745,-0.6677475571632385,0.4828653037548065,0.29808512330055237,0.20141856372356415,0.4904819130897522,0.19981789588928223,-0.726068377494812,0.48276111483573914,0.22555477917194366,-0.009754174388945103,0.4910183846950531,0.177692249417305,-0.8074492812156677,0.4837372303009033,0.20110931992530823,-0.02909357100725174,0.49696433544158936,0.17572318017482758,-0.7677098512649536,0.48282212018966675,0.19380289316177368,-0.08655419945716858,0.4959351420402527,0.1822240650653839,-0.7138978838920593,0.4814053773880005,0.203700989484787,-0.04398123547434807,0.4763624370098114,0.5566667318344116,-0.1881786733865738,0.48610246181488037,0.5525271892547607,0.1880064457654953,0.47620031237602234,0.6738043427467346,0.009577593766152859,0.48337724804878235,0.6625045537948608,0.392464280128479,0.4798505902290344,0.7690607309341431,0.2356748729944229,0.4916931092739105,0.7472153902053833,0.665852963924408,0.5018430352210999,0.787715494632721,0.25158122181892395,0.5067548751831055,0.7676869630813599,0.6865207552909851,0.38373634219169617,0.7776603102684021,0.11778560280799866,0.40770116448402405,0.7624808549880981,0.607661783695221
7,0.43795040249824524,0.3327258229255676,-0.16355739533901215,0.45357897877693176,0.3236316740512848,-0.19311048090457916,0.45741933584213257,0.32385116815567017,-0.1932009607553482,0.4615101218223572,0.32417842745780945,-0.19332650303840637,0.45324021577835083,0.32317087054252625,-0.1359737664461136,0.4562297463417053,0.32298046350479126,-0.13598598539829254,0.4594857394695282,0.3227982819080353,-0.13607214391231537,0.48585131764411926,0.33160361647605896,-0.28307458758354187,0.4806097745895386,0.3304751515388489,-0.022641396149992943,0.4465453624725342,0.34196725487709045,-0.1896069347858429,0.44454070925712585,0.3416808843612671,-0.11393781006336212,0.4954715669155121,0.37707284092903137,-0.4215065836906433,0.49242207407951355,0.3805113136768341,0.11039556562900543,0.4905368387699127,0.286857545375824,-0.6395345330238342,0.48566094040870667,0.2991187274456024,0.19675451517105103,0.4942084550857544,0.20033320784568787,-0.6798623204231262,0.48837852478027344,0.22595897316932678,-0.010229653678834438,0.4970451891422272,0.1786496937274933,-0.7550839781761169,0.4900907278060913,0.20505113899707794,-0.031766463071107864,0.5028148293495178,0.17669525742530823,-0.7154695987701416,0.48851844668388367,0.1961507350206375,-0.08694165199995041,0.500874400138855,0.18297579884529114,-0.6671532392501831,0.4866928458213806,0.2063300907611847,-0.04422180727124214,0.4780058264732361,0.5566286444664001,-0.18756139278411865,0.4865890443325043,0.5529018640518188,0.1873641312122345,0.4771310091018677,0.6728395819664001,-0.004669149871915579,0.48498979210853577,0.6644776463508606,0.3605055809020996,0.4810772240161896,0.7683517336845398,0.20114867389202118,0.4928905963897705,0.7476691007614136,0.6024439334869385,0.5029671788215637,0.7873898148536682,0.21436606347560883,0.5085305571556091,0.7692297101020813,0.619889497756958,0.384488970041275,0.7781435251235962,0.08311735093593597,0.4084911346435547,0.7645875215530396,0.5405580997467041
8,0.43810465931892395,0.3328339159488678,-0.15932109951972961,0.4536683261394501,0.3236920237541199,-0.1897163838148117,0.45749685168266296,0.3238932490348816,-0.18980547785758972,0.4615931212902069,0.32420867681503296,-0.18992866575717926,0.4533732533454895,0.32324811816215515,-0.1314629167318344,0.45638519525527954,0.3230544924736023,-0.13146816194057465,0.4596700966358185,0.32287687063217163,-0.131561279296875,0.4859493374824524,0.33160293102264404,-0.28164398670196533,0.48090213537216187,0.33051300048828125,-0.01659364067018032,0.44682756066322327,0.34204885363578796,-0.18602058291435242,0.4449250400066376,0.34175777435302734,-0.10887086391448975,0.4958967864513397,0.37604743242263794,-0.4210258424282074,0.49346745014190674,0.38050445914268494,0.11751668900251389,0.49168312549591064,0.2868935763835907,-0.6420548558235168,0.48745304346084595,0.29954755306243896,0.20079149305820465,0.4980369210243225,0.20118801295757294,-0.6895058155059814,0.49225708842277527,0.22598648071289062,-0.011115867644548416,0.5019122958183289,0.1805710345506668,-0.7677425146102905,0.496379554271698,0.20576956868171692,-0.032578837126493454,0.509253740310669,0.1786012053489685,-0.7280312180519104,0.49493345618247986,0.1969747394323349,-0.08740958571434021,0.5068331360816956,0.18444767594337463,-0.6770278811454773,0.49198460578918457,0.20705203711986542,-0.044773779809474945,0.478715181350708,0.5565168857574463,-0.1877221018075943,0.4879465699195862,0.5530409812927246,0.187517911195755,0.4776926338672638,0.6720643043518066,-0.007651380728930235,0.4857044219970703,0.665472149848938,0.35850533843040466,0.48141372203826904,0.7683690786361694,0.1971568614244461,0.49330493807792664,0.7489598989486694,0.6068750619888306,0.5032856464385986,0.7873827815055847,0.21011091768741608,0.5093013644218445,0.7708640694618225,0.6254187822341919,0.3846574127674103,0.7783357501029968,0.07454020529985428,0.4085594117641449,0.7654674649238586,0.5434492230415344
9,0.43669191002845764,0.33249136805534363,-0.15592855215072632,0.4524398446083069,0.3233237564563751,-0.1872013658285141,0.4562881886959076,0.3235197365283966,-0.18728576600551605,0.4605022966861725,0.3238236904144287,-0.1874118447303772,0.4522761106491089,0.3228588104248047,-0.12795819342136383,0.4554292857646942,0.3226615786552429,-0.12796293199062347,0.45888760685920715,0.3224955201148987,-0.12805262207984924,0.48567700386047363,0.33122625946998596,-0.28177610039711,0.4807061553001404,0.3301957845687866,-0.012164689600467682,0.4459390342235565,0.3417157530784607,-0.1834835708141327,0.44417423009872437,0.3413340151309967,-0.10492701828479767,0.4959128201007843,0.3749036490917206,-0.41806966066360474,0.4942668080329895,0.37985408306121826,0.121790312230587,0.4916974902153015,0.28688687086105347,-0.6363418102264404,0.4883326590061188,0.29985952377319336,0.20979787409305573,0.5011519193649292,0.20313739776611328,-0.6843884587287903,0.49701833724975586,0.2264370173215866,-0.003921354655176401,0.5059206485748291,0.18303629755973816,-0.7633346319198608,0.5042927861213684,0.2070178985595703,-0.02709207870066166,0.5135249495506287,0.1815951019525528,-0.7245749831199646,0.5042189955711365,0.1983082890510559,-0.08091767132282257,0.5113033652305603,0.18728169798851013,-0.6721987128257751,0.5001874566078186,0.2080964595079422,-0.03720776364207268,0.4795123338699341,0.5564771294593811,-0.18779554963111877,0.4894430935382843,0.553014874458313,0.18758220970630646,0.4786076843738556,0.6720498204231262,-0.004922330845147371,0.4865269660949707,0.665395200252533,0.3600817322731018,0.48201218247413635,0.7684042453765869,0.20187623798847198,0.49425920844078064,0.7489718198776245,0.6089867353439331,0.5042724013328552,0.7875613570213318,0.2149054855108261,0.5112018585205078,0.7708685398101807,0.6282164454460144,0.3848564922809601,0.7784959673881531,0.0765354260802269,0.41042789816856384,0.7654174566268921,0.5568295121192932
